event_id,prediction,anomaly_score,threat_type,threat_level,confidence_score,reasons
EVT00897,Normal,-0.0258121033014663,USB / Removable Media,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00898,Normal,-0.0226487709496484,Brute Force,Medium Threat,44,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (02:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00899,Normal,-0.0563687519474021,Brute Force,Low Threat,33,"[""Elevated failed login attempts (10 attempts)"", ""Activity occurred outside standard operational hours (02:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00900,Normal,-0.020054748720212,Brute Force,Low Threat,43,"[""Elevated failed login attempts (6 attempts)"", ""High asset vulnerability present (CVSS 8.2)"", ""Activity occurred outside standard operational hours (02:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00901,Normal,-0.0493182877745852,Port Scan,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00902,Normal,-0.0199872846690476,Malware,Medium Threat,44,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (03:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00903,Normal,-0.0098699494086388,Brute Force,Medium Threat,52,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (03:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00904,Normal,-0.0460015365088456,Unauthorized File Access,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00905,Normal,-0.0300145927132275,Brute Force,Medium Threat,52,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 8.8)"", ""Activity occurred outside standard operational hours (03:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00906,Normal,-0.0598770238492508,SQL Injection,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00907,Normal,-0.0237419716335893,Brute Force,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00908,Normal,-0.058148681244544,Phishing,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00909,Normal,-0.0688430441621021,Privilege Escalation,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00910,Normal,-0.0470964590336489,Phishing,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00911,Normal,-0.0471358385384111,Port Scan,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00912,Normal,-0.0875684716680997,Unauthorized File Access,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00913,Normal,-0.0332920811160458,Brute Force,Low Threat,31,"[""Elevated failed login attempts (10 attempts)"", ""Activity occurred outside standard operational hours (04:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00914,Normal,-0.0597531845971379,Unauthorized File Access,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00915,Normal,-0.0532560443715917,Brute Force,Medium Threat,44,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (04:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00916,Normal,-0.0391520003355677,Malware,Medium Threat,47,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (04:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00917,Normal,-0.0684983834627243,Privilege Escalation,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00918,Normal,-0.0516937360611741,Phishing,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00919,Normal,-0.0543866024475791,Phishing,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00920,Normal,-0.0338538604824318,Phishing,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00921,Normal,-0.0350824870320276,SQL Injection,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00922,Normal,-0.0623427138564239,Brute Force,Low Threat,26,"[""Elevated failed login attempts (4 attempts)"", ""Activity occurred outside standard operational hours (04:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00923,Normal,-0.0084411832634552,USB / Removable Media,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00924,Normal,-0.0482129918511532,Phishing,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00925,Normal,-0.0631302988427157,Privilege Escalation,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00926,Normal,-0.0548973677588345,Unauthorized File Access,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00927,Normal,-0.0930223857462244,Unauthorized File Access,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00928,Normal,-0.0629943852890096,Privilege Escalation,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00929,Normal,-0.0281323535377011,Brute Force,Medium Threat,57,"[""Excessive failed login attempts (14 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 10.0)"", ""Activity occurred outside standard operational hours (05:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00930,Normal,-0.0472544499785617,Phishing,Normal,29,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00931,Normal,-0.0441204379125391,USB / Removable Media,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00932,Normal,-0.065621496027189,Unauthorized File Access,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00933,Normal,-0.0210318527097926,Brute Force,Medium Threat,50,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (05:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00934,Normal,-0.06618310118278,Privilege Escalation,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00935,Suspicious,0.0097828746063064,Brute Force,Critical Threat,72,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (05:00)"", ""Isolation Forest flagged event as anomalous (score: 0.009783)""]"
EVT00936,Normal,-0.0581868622173009,SQL Injection,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00937,Normal,-0.0612237412885077,Brute Force,Low Threat,32,"[""Elevated failed login attempts (4 attempts)"", ""Activity occurred outside standard operational hours (06:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00938,Normal,-0.0243284448427374,Port Scan,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00939,Normal,-0.0209691210717569,Malware,Medium Threat,54,"[""Malware payload or malicious signature detected"", ""High asset vulnerability present (CVSS 7.6)"", ""Activity occurred outside standard operational hours (06:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00940,Normal,-0.0330807000769747,Brute Force,Medium Threat,52,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 7.5)"", ""Activity occurred outside standard operational hours (06:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00941,Normal,-0.058166159558267,Brute Force,Medium Threat,37,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (06:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00942,Normal,-0.0652822532532806,SQL Injection,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00943,Normal,-0.0553163340630575,SQL Injection,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00944,Normal,-0.042565607923571,Brute Force,Low Threat,40,"[""Elevated failed login attempts (6 attempts)"", ""High asset vulnerability present (CVSS 8.2)"", ""Activity occurred outside standard operational hours (06:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00945,Normal,-0.0454865851703798,Brute Force,Low Threat,35,"[""Elevated failed login attempts (5 attempts)"", ""Activity occurred outside standard operational hours (06:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00946,Normal,-0.0367811045362408,Malware,Medium Threat,47,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (06:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00947,Normal,-0.0583861356699431,Normal Activity,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00948,Normal,-0.0667513254309985,Brute Force,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00949,Normal,-0.0481179935530619,Brute Force,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00950,Normal,-0.0927716866456407,Unauthorized File Access,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00951,Normal,-0.0467251326865872,Brute Force,Low Threat,35,"[""Elevated failed login attempts (5 attempts)"", ""Activity occurred outside standard operational hours (07:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00952,Normal,-0.0663014471739481,Privilege Escalation,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00953,Normal,-0.0264521071759742,USB / Removable Media,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00954,Normal,-0.0505452918741757,Brute Force,Medium Threat,53,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 9.1)"", ""Activity occurred outside standard operational hours (07:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00955,Normal,-0.0653508888512983,Privilege Escalation,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00956,Normal,-0.0312615059859019,SQL Injection,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00957,Normal,-9.936449689718074e-07,Brute Force,Medium Threat,53,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (07:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00958,Normal,-0.019897079520787,Port Scan,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00959,Normal,-0.044735058868805,Brute Force,Medium Threat,40,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (07:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00960,Normal,-0.0167773859441536,Brute Force,Low Threat,34,"[""Elevated failed login attempts (4 attempts)"", ""Activity occurred outside standard operational hours (07:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00961,Normal,-0.0429545593273282,USB / Removable Media,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00962,Normal,-0.0401339121309066,Brute Force,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00963,Normal,-0.0231174943992301,Privilege Escalation,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00964,Normal,-0.0518049502881279,Privilege Escalation,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00965,Normal,-0.0230821147643113,Brute Force,Low Threat,43,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 8.7)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00966,Normal,-0.0293368947941385,Port Scan,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00967,Normal,-0.0127923641036515,Malware,Low Threat,45,"[""Malware payload or malicious signature detected"", ""High asset vulnerability present (CVSS 8.0)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00968,Normal,-0.0223457251690134,Brute Force,Low Threat,33,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00969,Normal,-0.0813800731953496,Unauthorized File Access,Normal,3,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00970,Normal,-0.0656236995711581,File Access,Normal,6,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00971,Normal,-0.0303803059430135,Phishing,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00972,Normal,-0.0241537757211989,Malware,Low Threat,39,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00973,Normal,-0.007877728550339,Malware,Low Threat,36,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00974,Normal,-0.0607870647713114,Port Scan,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00975,Normal,-0.0345283320019762,USB / Removable Media,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00976,Normal,-0.0084999493825199,Phishing,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00977,Normal,-0.0245841725964434,Brute Force,Low Threat,41,"[""Elevated failed login attempts (4 attempts)"", ""Critical asset vulnerability present (CVSS 9.8)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00978,Normal,-0.0423110255807218,Port Scan,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00979,Normal,-0.0130846554304698,Privilege Escalation,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00980,Normal,-0.0655948852927386,Phishing,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00981,Normal,-0.0672613830348186,Brute Force,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00982,Normal,-0.0575840796575977,SQL Injection,Normal,7,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00983,Normal,-0.0837073976985586,SQL Injection,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00984,Normal,-0.0118767352863833,Malware,Low Threat,35,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00985,Normal,-0.040931471014531,Brute Force,Low Threat,36,"[""Excessive failed login attempts (11 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00986,Normal,-0.0220254193770897,Brute Force,Medium Threat,52,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 9.8)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00987,Normal,-0.0144495485232547,Malware,Low Threat,40,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00988,Normal,-0.0445471526022442,Port Scan,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00989,Normal,-0.0305274979519872,SQL Injection,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00990,Normal,-0.0413529195116459,Brute Force,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00991,Normal,-0.0394776282891458,Brute Force,Low Threat,38,"[""Elevated failed login attempts (8 attempts)"", ""Critical asset vulnerability present (CVSS 9.3)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00992,Normal,-0.0307767436129731,Brute Force,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00993,Normal,-0.0491461991792516,File Access,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00994,Normal,-0.0241713210826181,Malware,Low Threat,39,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT00995,Normal,-0.0581385120179822,File Access,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00996,Normal,-0.0182684748866117,Phishing,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00997,Normal,-0.0405619876594359,Phishing,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00998,Normal,-0.0063209220887078,Port Scan,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00999,Normal,-0.0319223759986442,USB / Removable Media,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01000,Normal,-0.0483862495497783,Privilege Escalation,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01001,Normal,-0.0576971491629881,Phishing,Normal,7,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01002,Normal,-0.0349164537341177,Brute Force,Low Threat,37,"[""Excessive failed login attempts (18 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01003,Normal,-0.0416685883892947,Brute Force,Low Threat,40,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 8.7)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01004,Normal,-0.0768602779441521,File Access,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01005,Normal,-0.0354975360278779,Malware,Low Threat,31,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01006,Normal,-0.0447828753001559,Port Scan,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01007,Normal,-0.0458788035857793,USB / Removable Media,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01008,Normal,-0.0445295875834136,Brute Force,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01009,Normal,-0.0040396492110942,Malware,Low Threat,42,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01010,Normal,-0.0234954831424526,Malware,Low Threat,33,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01011,Normal,-0.0431977972507472,Phishing,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01012,Normal,-0.0394009728278548,Brute Force,Low Threat,30,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01013,Normal,-0.0624836700115732,Unauthorized File Access,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01014,Normal,-0.0816142932381424,Unauthorized File Access,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01015,Normal,-0.0449504803224088,Port Scan,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01016,Normal,-0.0728639554253109,Brute Force,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01017,Normal,-0.0552934988526795,Port Scan,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01018,Normal,-0.0750644479694778,SQL Injection,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01019,Normal,-0.0812284418041699,Unauthorized File Access,Normal,3,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01020,Normal,-0.0649775188949093,Port Scan,Normal,6,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01021,Normal,-0.0339724400975858,Brute Force,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01022,Normal,-0.0668894927003703,Unauthorized File Access,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01023,Normal,-0.0668960429417881,Port Scan,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01024,Normal,-0.0587662352916346,Privilege Escalation,Normal,7,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01025,Normal,-0.0024356674815391,Brute Force,Low Threat,37,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01026,Normal,-0.0548696336305692,Privilege Escalation,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01027,Normal,-0.0714079484240049,File Access,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01028,Normal,-0.0622687294823184,Privilege Escalation,Normal,7,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01029,Normal,-0.0502803975700099,Brute Force,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01030,Normal,-0.0383382443855088,Port Scan,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01031,Suspicious,0.0190947657604785,Brute Force,Critical Threat,77,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""Critical asset vulnerability present (CVSS 9.2)"", ""Isolation Forest flagged event as anomalous (score: 0.019095)""]"
EVT01032,Normal,-0.0281715058756731,Privilege Escalation,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01033,Normal,-0.0613444738786353,Unauthorized File Access,Normal,7,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01034,Normal,-0.0600799374637419,Port Scan,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01035,Normal,-0.0661851380025297,Privilege Escalation,Normal,16,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01036,Normal,-0.0471576547536566,Port Scan,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01037,Normal,-0.0509076721199561,SQL Injection,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01038,Normal,-0.0359059031289103,Privilege Escalation,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01039,Normal,-0.0163641877038689,Malware,Low Threat,44,"[""Malware payload or malicious signature detected"", ""High asset vulnerability present (CVSS 7.6)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01040,Normal,-0.0323525393667316,Brute Force,Low Threat,31,"[""Excessive failed login attempts (17 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01041,Normal,-0.0576239440407913,Brute Force,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01042,Normal,-0.0481209094653714,Unauthorized File Access,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01043,Suspicious,0.0185948707311823,Brute Force,Critical Threat,69,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Isolation Forest flagged event as anomalous (score: 0.018595)""]"
EVT01044,Normal,-0.0440759114641343,USB / Removable Media,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01045,Normal,-0.023284020336471,Brute Force,Low Threat,39,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01046,Normal,-0.0502003232147232,USB / Removable Media,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01047,Normal,-0.0257945095266229,Brute Force,Low Threat,32,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01048,Normal,-0.0171404456815084,Phishing,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01049,Suspicious,0.0077619775229639,Brute Force,Critical Threat,60,"[""Elevated failed login attempts (6 attempts)"", ""Isolation Forest flagged event as anomalous (score: 0.007762)""]"
EVT01050,Normal,-0.0442295826303433,Port Scan,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01051,Normal,-0.03725794416254,Brute Force,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01052,Normal,-0.0637135338824024,File Access,Normal,6,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01053,Normal,-0.0782829051278822,SQL Injection,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01054,Normal,-0.029386038266391,Brute Force,Low Threat,32,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01055,Normal,-0.0767219094549555,Unauthorized File Access,Normal,4,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01056,Normal,-0.0119564041971825,Port Scan,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01057,Normal,-0.0295141910072159,Brute Force,Low Threat,32,"[""Excessive failed login attempts (16 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01058,Suspicious,0.0301874308341311,Malware,Critical Threat,76,"[""Malware payload or malicious signature detected"", ""High asset vulnerability present (CVSS 7.6)"", ""Isolation Forest flagged event as anomalous (score: 0.030187)""]"
EVT01059,Normal,-0.0359274908177964,Port Scan,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01060,Normal,-0.0341419478751405,Privilege Escalation,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01061,Normal,-0.0432661025628923,Phishing,Normal,10,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01062,Normal,-0.0392018675943377,Malware,Low Threat,36,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01063,Normal,-0.0487223435298129,Phishing,Normal,9,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01064,Normal,-0.0588163288739521,SQL Injection,Normal,7,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01065,Normal,-0.0076075135469283,Malware,Low Threat,36,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01066,Normal,-0.0061605198776285,Malware,Low Threat,36,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01067,Normal,-0.0165295204352154,Brute Force,Low Threat,40,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01068,Normal,-0.0473248394843326,Brute Force,Low Threat,35,"[""Excessive failed login attempts (15 attempts exceeded threshold of 10)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01069,Normal,-0.0373787330732995,Port Scan,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01070,Normal,-0.072802521894667,Unauthorized File Access,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01071,Normal,-0.0601132824053357,SQL Injection,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01072,Normal,-0.012296772009619,Phishing,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01073,Normal,-0.016810566024022,Brute Force,Low Threat,44,"[""Excessive failed login attempts (20 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 8.5)"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
EVT01074,Normal,-0.0507630384408031,Privilege Escalation,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01075,Normal,-0.0385607392239277,SQL Injection,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01076,Normal,-0.0645995126641407,SQL Injection,Normal,6,"[""Activity aligns with standard operational baseline and security policies""]"
EVT01077,Normal,-0.0239636207682183,Malware,Low Threat,33,"[""Malware payload or malicious signature detected"", ""Escalated to Low Threat due to isolated active attack indicator on Normal ML baseline""]"
